name,id,connections,category,keywords,categoryDisplay,link,pointType,locationType,locations,latitude,longitude,mappable,address,description,shortDesc,notes,benefits
Hot Bread Kitchen,prj94,prj15,Products,,Products,https://hotbreadkitchen.org,point,,,40.7983189,-73.9461013,Y,"1590 Park Avenue New York, NY 10029","In 2000, founder Jessamyn Rodriguez interviewed for a job at a microfinance organization called Women’s World Banking. When she explained the opportunity to a friend, he misheard the organization’s name as Women’s World Baking. Forget banking — the missing letter conjured up a vision of an international women’s baking collective that stuck.
 Fast forward seven years: Jessamyn, after a decade of social justice and public policy work, is now a baker. She launched Hot Bread Kitchen’s Bakers in Training program out of her home kitchen in Brooklyn.
 Since then, our programs, kitchens and staff have grown. In 2010, Hot Bread Kitchen moved into La Marqueta, an indoor market in East Harlem built by Mayor Fiorello LaGuardia in 1936. In its heyday, La Marqueta was visited by thousands of shoppers a day, many of them recent immigrants, that sought products from their homelands. Sadly, in the 1970s and 80s, the number of shoppers decreased and many vendors shut their gates.","In 2000, founder Jessamyn Rodriguez interviewed for a job at a microfinance organization called Women’s World Banking. When she explained the opportunity to a friend, he misheard the organization’s name as Women’s World Baking. Forget banking — the missing letter conjured up a vision of an international women’s baking collective that stuck.
 Fast forward seven years: Jessamyn, after a decade of social justice and public policy work, is now a baker. She launched Hot Bread Kitchen’s Bakers in Training program out of her home kitchen in Brooklyn.
 Since then, our programs, kitchens and staff have grown. In 2010, Hot Bread Kitchen moved into La Marqueta, an indoor market in East Harlem built by Mayor Fiorello LaGuardia in 1936. In its heyday, La Marqueta was visited by thousands of shoppers a day, many of them recent immigrants, that sought products from their homelands. Sadly, in the 1970s and 80s, the number of shoppers decreased and many vendors shut their gates.",Hot Bread Kitchen,
Square Roots,prj95,prj15,Farm,,Farm,https://squarerootsgrow.com,point,,,40.699088,-73.9519287,Y,"630 Flushing Ave, Brooklyn, NY 11206","Square Roots is an urban farming accelerator—powered by human ingenuity, technology, and a deep love for local, real food. 
 Strong communities are built around local, real food. Square Roots build campuses of climate-controlled, indoor, hydroponic vertical farms, right in the hearts of our biggest cities. We train young entrepreneurs to grow fresh, local food all year round. And we empower them to create forward-thinking, responsible businesses that strengthen their communities through real food. 
 All this means year-round heaven for local foodies. From farmer’s market conversations to farm-campus parties, from speaker series'​ to digital content, Square Roots creates opportunities for everyone to dig into local food - even if there’s two feet of snow on the ground.","Square Roots is an urban farming accelerator—powered by human ingenuity, technology, and a deep love for local, real food. 
 Strong communities are built around local, real food. Square Roots build campuses of climate-controlled, indoor, hydroponic vertical farms, right in the hearts of our biggest cities. We train young entrepreneurs to grow fresh, local food all year round. And we empower them to create forward-thinking, responsible businesses that strengthen their communities through real food. 
 All this means year-round heaven for local foodies. From farmer’s market conversations to farm-campus parties, from speaker series'​ to digital content, Square Roots creates opportunities for everyone to dig into local food - even if there’s two feet of snow on the ground.",Square Roots,
Greenpoint Fish and Lobster,prj96,prj15,Products,,Products,http://www.greenpointfish.com/,point,,,40.7241485,-73.9512776,Y,"114 Nassau Ave, Brooklyn, NY 11222","At Greenpoint Fish & Lobster Co. we believe the longterm viability and future of the world's seafood starts with responsibly managed fisheries, transparency, traceability, and well-informed consumers. We focus on local and seasonal seafood from fishermen and purveyors who care as much about the health of our oceans as we do. 
 Our goal is to serve as the intermediary between our dedicated and responsible fishermen and seafood suppliers and conscientious consumers in an effort to provide the highest quality seafood that's fished or farmed in ways that protect our oceans, now and for future generations.
 Greenpoint Fish & Lobster Co. is a place where customers can feel confident that everything offered is responsibly sourced. Furthermore, through education and engagement we strive to instill confidence in our customers to purchase and prepare their own delicious and healthy seafood meals at home!
 We are proud to be a Monterey Bay Aquarium Seafood Watch partner.","At Greenpoint Fish & Lobster Co. we believe the longterm viability and future of the world's seafood starts with responsibly managed fisheries, transparency, traceability, and well-informed consumers. We focus on local and seasonal seafood from fishermen and purveyors who care as much about the health of our oceans as we do. 
 Our goal is to serve as the intermediary between our dedicated and responsible fishermen and seafood suppliers and conscientious consumers in an effort to provide the highest quality seafood that's fished or farmed in ways that protect our oceans, now and for future generations.
 Greenpoint Fish & Lobster Co. is a place where customers can feel confident that everything offered is responsibly sourced. Furthermore, through education and engagement we strive to instill confidence in our customers to purchase and prepare their own delicious and healthy seafood meals at home!
 We are proud to be a Monterey Bay Aquarium Seafood Watch partner.",Greenpoint Fish and Lobster,
Stinky (cheese),prj97,prj15,Products,,Products,https://stinkybklyn.com,point,,,40.684459,-73.9939797,Y,"215 Smith St, Brooklyn, NY 11231","Locally owned purveyors of all things cheese, meat, beer - and everything in between.","Locally owned purveyors of all things cheese, meat, beer - and everything in between.",Stinky (cheese),
Happy Valley Meat,prj98,"prj100,prj101,prj102,prj103,prj104,prj105,prj106,prj107,prj108,prj109,prj110,prj111,prj112,prj113,prj114,prj115,prj116,prj117,prj118,prj119,prj120,prj121,prj122,prj123,prj124,prj125,prj126,prj127,prj128,prj129,prj130,prj131,prj132,prj133,prj134,prj135,prj136,prj137,prj138,prj139,prj140,prj141,prj142,prj143,prj144,prj145,prj146,prj147,prj148,prj149,prj150,prj151,prj152,prj153,prj154,prj155,prj156,prj157,prj158,prj159,prj160,prj161,prj162,prj163,prj164,prj165,prj166,prj167,prj168,prj170,prj171,prj172,prj15",Distributor,,Distributor,http://happyvalleymeat.com/,point,,,40.6723791,-73.9629622,Y,"463 Lincoln Place #224, Brooklyn, New York, NY 11238","Happy Valley Meat Company buys beef from small farms and sells them directly to chefs. Traditionally, working with small farms means you have to buy a whole or half animal, but by working with Happy Valley Meat Company, a chef can buy only the cuts she wants (ribeyes, New York strips, filet mignon) but still get to use product from small farms and connect with the farmers who grow their beef.","Happy Valley Meat Company buys beef from small farms and sells them directly to chefs. Traditionally, working with small farms means you have to buy a whole or half animal, but by working with Happy Valley Meat Company, a chef can buy only the cuts she wants (ribeyes, New York strips, filet mignon) but still get to use product from small farms and connect with the farmers who grow their beef.",Happy Valley Meat,
Rising Spring Meats,prj100,prj98,Farms,,Farms,http://www.risingspringmeats.com/,point,,,40.8528604,-77.567779,Y,"117/119 Cooper Street, Spring Mills, PA 16875","The story of Rising Spring Meats is the story of the American agricultural system. The plant itself is one hundred years old; however, as the processing industry began to consolidate to meet the needs of large companies, the old plant went out of business. The small farmers in the area recognized that they needed a plant where they could have a relationship with the people who play an integral role in turning animals into food. So, three farmers grouped together to obtain financing to buy the old plant, bringing RSM back from the dead.","The story of Rising Spring Meats is the story of the American agricultural system. The plant itself is one hundred years old; however, as the processing industry began to consolidate to meet the needs of large companies, the old plant went out of business. The small farmers in the area recognized that they needed a plant where they could have a relationship with the people who play an integral role in turning animals into food. So, three farmers grouped together to obtain financing to buy the old plant, bringing RSM back from the dead.",,
Smucker's Meats,prj101,prj98,Farms,,Farms,http://www.smuckersmeats.com/,point,,,40.088743,-76.5099017,Y,"735 Pinkerton Road, Mount Joy, PA 17552","Smucker’s Meats is a third generation meat processing company. In 1965 David Smucker purchased a small custom butcher shop in Manheim, Pa. He had spent the previous eight years working for his brother-in-law cutting meat and going to a farmers market. Now he and his family were able to focus their energies on custom cutting beef and hogs for local farmers. From the very beginning the family was a vital link in production. Martha, David’s wife, wrapped the meat to be frozen and also did all the bookkeeping. The kids would help out after school every day and as they grew up assumed more and more responsibility. That business grew steadily slaughtering approximately 20 cattle and 15 hogs weekly over the winter months. Summer was the slow time allowing the family to catch their breath and also do some traveling.","Smucker’s Meats is a third generation meat processing company. In 1965 David Smucker purchased a small custom butcher shop in Manheim, Pa. He had spent the previous eight years working for his brother-in-law cutting meat and going to a farmers market. Now he and his family were able to focus their energies on custom cutting beef and hogs for local farmers. From the very beginning the family was a vital link in production. Martha, David’s wife, wrapped the meat to be frozen and also did all the bookkeeping. The kids would help out after school every day and as they grew up assumed more and more responsibility. That business grew steadily slaughtering approximately 20 cattle and 15 hogs weekly over the winter months. Summer was the slow time allowing the family to catch their breath and also do some traveling.",,
Reed Brook Custom Meats,prj102,prj98,Farms,,Farms,http://www.reedbrookmeats.com/,point,,,42.082421,-76.492838,Y,"1385 Ellis Creek Rd # 1, Waverly, NY 14892","Ian Mumbulo has owned Reed Brook Custom Meats since 2003. We met Ian through Kris Wolfe in our northward expansion, and we're sure gald we did. Ian and his team have brought a small plant through some incredible growth, tripling in size since Ian assumed command. They process deer, pigs and, our favorite, Beef. We like to snack on the deer sticks Ian makes and hope to offer bacon soon, fresh from his smoker. Ian's heart lies in charcuterie, a passion that we can get behind. We're happy to have Reed Brook be our first partner outside of PA.","Ian Mumbulo has owned Reed Brook Custom Meats since 2003. We met Ian through Kris Wolfe in our northward expansion, and we're sure gald we did. Ian and his team have brought a small plant through some incredible growth, tripling in size since Ian assumed command. They process deer, pigs and, our favorite, Beef. We like to snack on the deer sticks Ian makes and hope to offer bacon soon, fresh from his smoker. Ian's heart lies in charcuterie, a passion that we can get behind. We're happy to have Reed Brook be our first partner outside of PA.",,
Thistle Creek Farm,prj103,prj98,Farms,,Farms,http://www.thistlecreekfarms.com/,point,,,40.6706601,-78.1037784,Y,"4962 Greystone Ln, Tyrone, PA 16686","George Lake is not your average farmer. He is a polymath that pushes the word expert to new limits. George runs a 100% grass-fed operation with his wife Christy and five work dogs captained by their leader, Mac.
George regularly lectures at agricultural universities and conferences on the nuanced differences between varieties of grass, effective grazing schedules and ensuring soil health. Much of George's vast knowledge on grass comes from time he spent working as a commercial airline pilot. In between flights, George would visit European farms, absorbing the science of their generations of traditions.","George Lake is not your average farmer. He is a polymath that pushes the word expert to new limits. George runs a 100% grass-fed operation with his wife Christy and five work dogs captained by their leader, Mac.
George regularly lectures at agricultural universities and conferences on the nuanced differences between varieties of grass, effective grazing schedules and ensuring soil health. Much of George's vast knowledge on grass comes from time he spent working as a commercial airline pilot. In between flights, George would visit European farms, absorbing the science of their generations of traditions.",,
Valley Wide Farm,prj104,prj98,Farms,,Farms,,point,,,40.9098807,-77.547232,Y,"178 Valleywide Drive, Spring Mills, PA 16875","Bethany and Adam Coursen run a small dairy farm that's been in Adam's family for generations. Recently, Valley Wide Farm has started raising beef cattle, an expansion that helps the dairy minimize waste and gives a purpose to the milkless males. All animals graze out on pasture and are only fed grains that are grown on Valley Wide Farm. As a small operation, Beth and Adam have the chance to work more closely with their animals. So closely, in fact, that they name every animal they raise. Seriously, the first animal we bought from Adam and Beth was named Dave.","Bethany and Adam Coursen run a small dairy farm that's been in Adam's family for generations. Recently, Valley Wide Farm has started raising beef cattle, an expansion that helps the dairy minimize waste and gives a purpose to the milkless males. All animals graze out on pasture and are only fed grains that are grown on Valley Wide Farm. As a small operation, Beth and Adam have the chance to work more closely with their animals. So closely, in fact, that they name every animal they raise. Seriously, the first animal we bought from Adam and Beth was named Dave.",,
Modzel Family Farms,prj105,prj98,Farms,,Farms,https://www.facebook.com/ModzelFamilyFarmsLLC/,point,,,40.970677,-78.153397,Y,"127 Power Rd, Morrisdale, Pennsylvania, PA 16858","Modzel Family Farms is a family operation, run by Dennis Modzel, Sr. and his two sons, Dennis Modzel, Jr. and Matthew Modzel. They feed their animals grass and corn silage, producing beautifully finished beef. Denny Jr.'s ability to easily explain beef production, his wealth of knowledge and gregarious nature make him a great teacher and partner. We love escaping the big city to hang out with the Modzel family. Denny Sr.'s culinary skills rival those of his chef visitors - every time we’re down there, he inundates us with pies while Denny Jr. shows off his homemade bourbon and moonshine.","Modzel Family Farms is a family operation, run by Dennis Modzel, Sr. and his two sons, Dennis Modzel, Jr. and Matthew Modzel. They feed their animals grass and corn silage, producing beautifully finished beef. Denny Jr.'s ability to easily explain beef production, his wealth of knowledge and gregarious nature make him a great teacher and partner. We love escaping the big city to hang out with the Modzel family. Denny Sr.'s culinary skills rival those of his chef visitors - every time we’re down there, he inundates us with pies while Denny Jr. shows off his homemade bourbon and moonshine.",,
Wolfe Bros Farm,prj106,prj98,Farms,,Farms,,point,,,41.777477,-77.266868,Y,"333 Austin Road, Wellsboro, PA 16901 ","The families of Kris and Tony Wolfe and Steve May farm the rolling hills around the little grand canyon in Wellsboro, PA. Originally, the trio milked dairy cows while raising corn, wheat, and green beans, but saw a way to raise beef more in harmony with the cover crops and forages they wanted to grow and feed.
Kris and Tony believe in their calling as caretakers of the earth and the lives that have been entrusted to them. This starts with a deep respect and a nurturing approach to the simplest of things - the soil. Countless hours are spent on the protection and care of not just the physical soil, but of the micro-biologic life that builds the healthy soil foundation. On their farm, this translates into healthy, productive, and nutritious crops that feed both animals and people. They have worked to find ways to feed cattle from the cover crops and traditional forages that they grow in a crop rotation. This makes for healthier cows and healthier soil - both benefit from each other!","The families of Kris and Tony Wolfe and Steve May farm the rolling hills around the little grand canyon in Wellsboro, PA. Originally, the trio milked dairy cows while raising corn, wheat, and green beans, but saw a way to raise beef more in harmony with the cover crops and forages they wanted to grow and feed.
Kris and Tony believe in their calling as caretakers of the earth and the lives that have been entrusted to them. This starts with a deep respect and a nurturing approach to the simplest of things - the soil. Countless hours are spent on the protection and care of not just the physical soil, but of the micro-biologic life that builds the healthy soil foundation. On their farm, this translates into healthy, productive, and nutritious crops that feed both animals and people. They have worked to find ways to feed cattle from the cover crops and traditional forages that they grow in a crop rotation. This makes for healthier cows and healthier soil - both benefit from each other!",,
Rattlesnake Mountain Farm,prj107,prj98,Farms,,Farms,http://rattlesnakemtnfarm.com/,point,,,40.9284399,-77.928726,Y,"362 Hall Rd, Julian, PA 16844","Rattlesnake Mountain Farm is run by Charlie Hall, his son Mark, and now his grandson Dalton. Charlie decided to start raising beef on his Julian, PA farm, and named it after the mountain on which the property sits. Charlie says there are still rattlesnakes on the mountain, though bites are rare. The Halls raise hogs as well as beef. Dalton showed his Future Farmers of America beef steer at the Center County Grange Fair this year and won Grand Reserve Champion!","Rattlesnake Mountain Farm is run by Charlie Hall, his son Mark, and now his grandson Dalton. Charlie decided to start raising beef on his Julian, PA farm, and named it after the mountain on which the property sits. Charlie says there are still rattlesnakes on the mountain, though bites are rare. The Halls raise hogs as well as beef. Dalton showed his Future Farmers of America beef steer at the Center County Grange Fair this year and won Grand Reserve Champion!",,
Shady Ridge Farm,prj108,prj98,Farms,,Farms,https://www.facebook.com/ShadyRidgeElk/,point,,,40.7758956,-78.129017,Y,"201 Shady Ridge Ln, Port Matilda, Pennsylvania, PA 16870","Shady Ridge is run by Scott Brown. Scott used to be a dairyman, who raised beef cattle for himself. He decided to try his hand at the beef business and expand the beef herd he raised for himself -- we think he's doing a great job. Scott's father raises elk on the farm, and we're excited to see if we can try to work with Shady Ridge on some new and exciting proteins.","Shady Ridge is run by Scott Brown. Scott used to be a dairyman, who raised beef cattle for himself. He decided to try his hand at the beef business and expand the beef herd he raised for himself -- we think he's doing a great job. Scott's father raises elk on the farm, and we're excited to see if we can try to work with Shady Ridge on some new and exciting proteins.",,
Masonic Village Farm,prj109,prj98,Farms,,Farms,http://www.masonicvillagefarm.com/,point,,,40.1445689,-76.6142952,Y,"1 Masonic Drive, Elizabethtown, Pa. 17022","Masonic Village Farm is part of a former Free Mason commune. Founded in 1910, Masonic Village was built as a completely self-sustaining retirement community for Masons. They grew their own food - cattle for beef and milk, orchards for fruit, and plenty of vegetables. During the 70’s, the USDA imposed more regulations on farms and labor costs increased exponentially. While Masonic Village is still an active retirement community (not just for Masons), only the beef cattle and fruit orchards are still operating. The head farmer, Frank Stolfutz, has been on the farm since the 80’s and keeps a close, scientific eye on the herd. Masonic Village has a cow-calf operation, meaning they have momma cattle that produce calves that Frank finishes for beef.","Masonic Village Farm is part of a former Free Mason commune. Founded in 1910, Masonic Village was built as a completely self-sustaining retirement community for Masons. They grew their own food - cattle for beef and milk, orchards for fruit, and plenty of vegetables. During the 70’s, the USDA imposed more regulations on farms and labor costs increased exponentially. While Masonic Village is still an active retirement community (not just for Masons), only the beef cattle and fruit orchards are still operating. The head farmer, Frank Stolfutz, has been on the farm since the 80’s and keeps a close, scientific eye on the herd. Masonic Village has a cow-calf operation, meaning they have momma cattle that produce calves that Frank finishes for beef.",,
Ardry Farm,prj110,prj98,Farms,,Farms,http://www.ardryfarms.com/,point,,,40.9924966,-77.5672035,Y,"1095 Snydertown Road, Howard, PA 16841","Ardry Farm is run by Mark Ardry and his father Willis. They've been doing beef since the 80s but their real specialty is potatoes. They grow the best potatoes in PA. That said, their beef is pretty terrific as well. Mark recognizes the market for responsibly raised beef, so he’s taking over the beef from Willis and planning to grow the operation.","Ardry Farm is run by Mark Ardry and his father Willis. They've been doing beef since the 80s but their real specialty is potatoes. They grow the best potatoes in PA. That said, their beef is pretty terrific as well. Mark recognizes the market for responsibly raised beef, so he’s taking over the beef from Willis and planning to grow the operation.",,
Gemma,prj111,prj98,Restaurants,,Restaurants,http://theboweryhotel.com/dining.php,point,,,40.7262202,-73.9915951,Y,,,,,
Barn Joo,prj112,prj98,Restaurants,,Restaurants,http://www.barnjoo.com/,point,,,40.7368792,-73.9907721,Y,,,,,
The Green Table,prj113,prj98,Restaurants,,Restaurants,http://cleaverco.com/green-table,point,,,40.7425242,-74.0059186,Y,,,,,
Eli's Table,prj114,prj98,Restaurants,,Restaurants,http://www.elizabar.com/Elis-Table.aspx,point,,,40.7750558,-73.9564455,Y,,,,,
Amali,prj115,prj98,Restaurants,,Restaurants,http://www.amalinyc.com/,point,,,40.7633402,-73.9685995,Y,,,,,
Cheeky Sandwiches,prj116,prj98,Restaurants,,Restaurants,http://cheeky-sandwiches.com/,point,,,40.7157559,-73.9916861,Y,,,,,
Maysville,prj117,prj98,Restaurants,,Restaurants,http://maysvillenyc.com/,point,,,40.744162,-73.989645,Y,,,,,
The Palm Too,prj118,prj98,Restaurants,,Restaurants,http://www.thepalm.com/Palm-Too,point,,,40.7514652,-73.970695,Y,,,,,
Monument Lane,prj119,prj98,Restaurants,,Restaurants,http://www.monumentlane.com/,point,,,40.7378037,-74.0020939,Y,,,,,
Empellón Taqueria,prj120,prj98,Restaurants,,Restaurants,http://www.empellon.com/taqueria/,point,,,40.734142,-74.0030683,Y,,,,,
Momofuku Ko,prj121,prj98,Restaurants,,Restaurants,http://ko.momofuku.com/,point,,,40.7247833,-73.9914409,Y,,,,,
Momofuku Nishi,prj122,prj98,Restaurants,,Restaurants,http://nishi.momofuku.com/,point,,,40.7443471,-73.9988072,Y,,,,,
Momofuku Ssäm Bar,prj123,prj98,Restaurants,,Restaurants,http://ssambar.momofuku.com/,point,,,40.73169,-73.985846,Y,,,,,
Má Pêche,prj124,prj98,Restaurants,,Restaurants,http://mapeche.momofuku.com/,point,,,40.7629231,-73.9753353,Y,,,,,
The Mercer Kitchen,prj125,prj98,Restaurants,,Restaurants,http://www.themercerkitchen.com/,point,,,40.7248421,-73.9986494,Y,,,,,
High Street on Hudson,prj126,prj98,Restaurants,,Restaurants,http://www.highstreetonhudson.com/,point,,,40.7389011,-74.0056796,Y,,,,,
The Little Beet Table,prj127,prj98,Restaurants,,Restaurants,https://thelittlebeettable.com/?utm_source=google&utm_medium=local&utm_campaign=google-local,point,,,40.7410844,-73.9853548,Y,,,,,
The Dutch,prj128,prj98,Restaurants,,Restaurants,http://www.thedutchnyc.com/,point,,,40.7264898,-74.0021771,Y,,,,,
Mae Mae Café,prj129,prj98,Restaurants,,Restaurants,https://www.facebook.com/maemaecafe,point,,,40.7264619,-74.0069797,Y,,,,,
The Fat Radish,prj130,prj98,Restaurants,,Restaurants,http://www.thefatradishnyc.com/,point,,,40.7152673,-73.9918889,Y,,,,,
Dig Inn,prj131,prj98,Restaurants,,Restaurants,http://www.diginn.com/,point,,,40.7060372,-74.007208,Y,,,,,
Hank's Juicy Beef,prj132,prj98,Restaurants,,Restaurants,http://www.hanksjuicybeef.com/,point,,,40.7143487,-74.0072147,Y,,,,,
Maple,prj133,prj98,Restaurants,,Restaurants,http://www.maplenyc.com/,point,,,40.7590695,-73.9837168,Y,,,,,
Via Carota,prj134,prj98,Restaurants,,Restaurants,http://viacarota.com/,point,,,40.7331774,-74.0036512,Y,,,,,
Buvette,prj135,prj98,Restaurants,,Restaurants,http://www.ilovebuvette.com/,point,,,40.7327005,-74.0043166,Y,,,,,
I Sodi,prj136,prj98,Restaurants,,Restaurants,http://www.isodinyc.com/,point,,,40.7334337,-74.0049958,Y,,,,,
Speedy Romeo,prj137,prj98,Restaurants,,Restaurants,http://speedyromeo.com/,point,,,40.6875171,-73.9600013,Y,,,,,
Lighthouse Outpost,prj138,prj98,Restaurants,,Restaurants,http://lighthouseoutpost.com/,point,,,40.7228844,-73.9961448,Y,,,,,
Freemans,prj139,prj98,Restaurants,,Restaurants,http://www.freemansrestaurant.com/,point,,,40.7219641,-73.9924663,Y,,,,,
Bessou,prj140,prj98,Restaurants,,Restaurants,http://www.bessou.nyc/,point,,,40.72551,-73.9926697,Y,,,,,
Craft,prj141,prj98,Restaurants,,Restaurants,http://www.craftrestaurant.com/,point,,,40.738183,-73.988648,Y,,,,,
Eleven Madison Park,prj142,prj98,Restaurants,,Restaurants,http://www.elevenmadisonpark.com/,point,,,40.741726,-73.987173,Y,,,,,
Duck King,prj143,prj98,Restaurants,,Restaurants,http://duckkingnj.com/,point,,,40.825436,-73.9749316,Y,,,,,
Huertas,prj144,prj98,Restaurants,,Restaurants,http://huertasnyc.com/,point,,,40.7268446,-73.9862162,Y,,,,,
Cafe Luxembourg,prj145,prj98,Restaurants,,Restaurants,http://www.cafeluxembourg.com/,point,,,40.777425,-73.9831099,Y,,,,,
The Flower Shop,prj146,prj98,Restaurants,,Restaurants,http://theflowershopnyc.com/,point,,,40.7181476,-73.9922533,Y,,,,,
Nomad,prj147,prj98,Restaurants,,Restaurants,http://www.nomadny.com/,point,,,40.726377,-73.9890498,Y,,,,,
Franny's,prj148,prj98,Restaurants,,Restaurants,https://frannysbrooklyn.com/,point,,,40.6760157,-73.9718078,Y,,,,,
Rose's,prj149,prj98,Restaurants,,Restaurants,http://www.rosesbklyn.com/,point,,,40.678983,-73.973427,Y,,,,,
Vinegar Hill House,prj150,prj98,Restaurants,,Restaurants,http://www.vinegarhillhouse.com/,point,,,40.702755,-73.9812884,Y,,,,,
Fette Sau,prj151,prj98,Restaurants,,Restaurants,http://www.fettesaubbq.com/,point,,,40.713883,-73.956474,Y,,,,,
St. Anselm,prj152,prj98,Restaurants,,Restaurants,http://www.stanselm.net/,point,,,40.7142631,-73.9560616,Y,,,,,
Pine,prj153,prj98,Restaurants,,Restaurants,http://www.holidaylga.com/,point,,,40.7545243,-73.8541838,Y,,,,,
The Marshal,prj154,prj98,Restaurants,,Restaurants,http://www.the-marshal.com/,point,,,40.7612602,-73.9940357,Y,,,,,
Colonie,prj155,prj98,Restaurants,,Restaurants,http://www.colonienyc.com/,point,,,40.6908464,-73.9958422,Y,,,,,
Grand Ferry Tavern,prj156,prj98,Restaurants,,Restaurants,http://www.grandferrynyc.com/,point,,,40.716736,-73.9653349,Y,,,,,
The Richardson,prj157,prj98,Restaurants,,Restaurants,http://www.therichardsonnyc.com/,point,,,40.7188899,-73.9453515,Y,,,,,
Tørst,prj158,prj98,Restaurants,,Restaurants,http://www.torstnyc.com/,point,,,40.7234478,-73.9507796,Y,,,,,
GRAN ELÉCTRICA,prj159,prj98,Restaurants,,Restaurants,http://www.granelectrica.com/,point,,,40.702667,-73.993116,Y,,,,,
Bunker Vietnamese,prj160,prj98,Restaurants,,Restaurants,http://bunkernyc.com/,point,,,40.7104314,-73.9232881,Y,,,,,
Bricolage,prj161,prj98,Restaurants,,Restaurants,http://www.bricolage.nyc/,point,,,40.6778972,-73.9796495,Y,,,,,
The Four Horsemen,prj162,prj98,Restaurants,,Restaurants,http://www.fourhorsemenbk.com/,point,,,40.713084,-73.957334,Y,,,,,
Sunshine Co.,prj163,prj98,Restaurants,,Restaurants,http://www.sunshinecobk.com/,point,,,40.6747777,-73.9633728,Y,,,,,
Gloria's In and Out,prj164,prj98,Restaurants,,Restaurants,http://www.gloriasinoutbrooklyn.com/,point,,,40.664259,-73.950856,Y,,,,,
Aska,prj165,prj98,Restaurants,,Restaurants,http://askanyc.com/,point,,,40.7124107,-73.9664545,Y,,,,,
Battersby,prj166,prj98,Restaurants,,Restaurants,http://battersbybrooklyn.com/,point,,,40.6831207,-73.9926585,Y,,,,,
Five Leaves,prj167,prj98,Restaurants,,Restaurants,http://www.fiveleavesny.com/,point,,,40.7237217,-73.951628,Y,,,,,
Diner,prj168,prj98,Restaurants,,Restaurants,http://dinernyc.com/,point,,,40.7106886,-73.9655691,Y,,,,,
denizen,prj170,prj98,Restaurants,,Restaurants,http://denizenbrooklyn.com/,point,,,40.7162719,-73.95546,Y,,,,,
Boutros,prj171,prj98,Restaurants,,Restaurants,http://boutrosbk.com/,point,,,40.6902312,-73.9934772,Y,,,,,
Rose Water,prj172,prj98,Restaurants,,Restaurants,http://rosewater.nyc/,point,,,40.6756951,-73.9782135,Y,,,,,
M. Wells Steakhouse,prj173,prj98,Restaurants,,Restaurants,http://magasinwells.com/,point,,,40.7484929,-73.942296,Y,,,,,
The JBF Impact Programs,prj174,Projects,,Projects,https://www.jamesbeard.org/impact,,,40.736943,-73.999960,Y,,,,,
